"diff","lwr","upr","p adj","Group1","Group2"
-19.2744444444445,-100.43163200615,61.8827431172611,0.994146850584095,"M.1.pr_interaction_time","F.1.pr_interaction_time"
11.3644444444444,-69.7927431172612,92.52163200615,0.999801957036842,"F.2.pr_interaction_time","F.1.pr_interaction_time"
3.23111111111115,-77.9260764505945,84.3882986728168,0.999999965171208,"M.2.pr_interaction_time","F.1.pr_interaction_time"
-19.04,-103.805917848192,65.7259178481918,0.995836858005238,"F.1.nr_interaction_time","F.1.pr_interaction_time"
-30.7494444444445,-111.90663200615,50.4077431172611,0.922550876823348,"M.1.nr_interaction_time","F.1.pr_interaction_time"
10.5533333333333,-70.6038542283723,91.7105208950389,0.999879268603498,"F.2.nr_interaction_time","F.1.pr_interaction_time"
31.3283333333333,-49.8288542283723,112.485520895039,0.915275860905619,"M.2.nr_interaction_time","F.1.pr_interaction_time"
30.6388888888889,-46.7414532995851,108.019231077363,0.904454509710584,"F.2.pr_interaction_time","M.1.pr_interaction_time"
22.5055555555557,-54.8747866329184,99.8858977440297,0.980785933988079,"M.2.pr_interaction_time","M.1.pr_interaction_time"
0.234444444444506,-80.9227431172611,81.3916320061501,1,"F.1.nr_interaction_time","M.1.pr_interaction_time"
-11.475,-88.855342188474,65.9053421884741,0.999710188858797,"M.1.nr_interaction_time","M.1.pr_interaction_time"
29.8277777777778,-47.5525644106962,107.208119966252,0.915852340261587,"F.2.nr_interaction_time","M.1.pr_interaction_time"
50.6027777777778,-26.7775644106962,127.983119966252,0.435429396219972,"M.2.nr_interaction_time","M.1.pr_interaction_time"
-8.13333333333324,-85.5136755218073,69.2470088551408,0.999971354968709,"M.2.pr_interaction_time","F.2.pr_interaction_time"
-30.4044444444444,-111.56163200615,50.7527431172612,0.926690031617409,"F.1.nr_interaction_time","F.2.pr_interaction_time"
-42.1138888888889,-119.494231077363,35.2664532995852,0.659240068930123,"M.1.nr_interaction_time","F.2.pr_interaction_time"
-0.811111111111074,-78.1914532995851,76.569231077363,0.99999999999698,"F.2.nr_interaction_time","F.2.pr_interaction_time"
19.9638888888889,-57.4164532995851,97.3442310773629,0.990389250914433,"M.2.nr_interaction_time","F.2.pr_interaction_time"
-22.2711111111112,-103.428298672817,58.8860764505945,0.986214624759749,"F.1.nr_interaction_time","M.2.pr_interaction_time"
-33.9805555555556,-111.36089774403,43.3997866329184,0.848116453478014,"M.1.nr_interaction_time","M.2.pr_interaction_time"
7.32222222222217,-70.0581199662519,84.7025644106962,0.999986015770175,"F.2.nr_interaction_time","M.2.pr_interaction_time"
28.0972222222221,-49.2831199662519,105.477564410696,0.937186576964413,"M.2.nr_interaction_time","M.2.pr_interaction_time"
-11.7094444444445,-92.8666320061501,69.4477431172612,0.999758380181057,"M.1.nr_interaction_time","F.1.nr_interaction_time"
29.5933333333333,-51.5638542283723,110.750520895039,0.935848871394608,"F.2.nr_interaction_time","F.1.nr_interaction_time"
50.3683333333333,-30.7888542283723,131.525520895039,0.50192333559616,"M.2.nr_interaction_time","F.1.nr_interaction_time"
41.3027777777778,-36.0775644106962,118.683119966252,0.680344820760826,"F.2.nr_interaction_time","M.1.nr_interaction_time"
62.0777777777778,-15.3025644106962,139.458119966252,0.197981635337933,"M.2.nr_interaction_time","M.1.nr_interaction_time"
20.775,-56.6053421884741,98.155342188474,0.98785876897771,"M.2.nr_interaction_time","F.2.nr_interaction_time"
